,course_name,course_code,prerequisites_text,antirequisites_text,corequisites_text,precorequisites_text,prerequisites_link,antirequisites_link,corequisites_link,precorequisites_link,description,location,extra_info,weight,category
2860,SELECTED TOPICS IN INTERNATIONAL OR COMPARATIVE HISTORY,HISTORY 2799F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,0.5,HISTORY
2861,THE PRACTICE AND PROFESSION OF HISTORY,HISTORY 2800F/G,[],"[{'text': 'HISTORY 3801E', 'isLink': True}, {'text': ""if taken at King's University College 2009-12 inclusive."", 'isLink': False}]",[],[],[],['HISTORY 3801E'],[],[],"A problem-based approach to the practical aspects of historical study: conducting research, utilizing evidence, writing, and the public presentation of history. The course also considers the related fields of museology, material culture, archeology, and Biblical exegesis, and concludes by examining historical malpractice, including conspiracy theories and fraud.",King's,"1.0 lecture hour, 2.0 seminar hours.",0.5,HISTORY
2862,HISTORY WARS,HISTORY 2801F/G,[],[],[],[],[],[],[],[],"By exploring heated debates and controversies surrounding public interpretations of the past, this course introduces the practical skills, theory, and ethical awareness vital for public historians and heritage professionals. Attention is paid to how government, businesses, media, and historians influence public awareness of the past.",Huron,3 hours.,0.5,HISTORY
2863,"WOMEN, MEN AND TECHNOLOGY: A HISTORICAL PERSPECTIVE",HISTORY 2802E,[],"[{'text': 'HISTORY 2184', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2184'],[],[],"This course explores the changing relationships between women, men, and technology in North America. The course examines critical perspectives on technology and its role in history.  Themes include: domestic technologies, technologies of consumption, sexual division of labour; reproductive medical technologies; and the gendering of technologies.",Brescia,3.0 hours.,1.0,HISTORY
2864,WOMEN IN HISTORY,HISTORY 2803E,[],[],[],[],[],[],[],[],"North Atlantic Society since 1800. A survey of the ideas about women, and their activities, with emphasis on changes in concepts and practices and the effects on societies.",Brescia,3 lecture hours.,1.0,HISTORY
2865,SPECIAL TOPICS IN WOMEN'S HISTORY,HISTORY 2804E,[],[],[],[],[],[],[],[],"Consideration of issues, themes, topics, and people relating to women in history. See History department at Brescia for current offerings.",Brescia,3.0 lecture hours.,1.0,HISTORY
2866,SPECIAL TOPICS IN WOMEN'S HISTORY,HISTORY 2806F/G,[],[],[],[],[],[],[],[],"Consideration of issues, themes, topics, and people relating to women in history. See History at Brescia for current offerings.",Brescia,3.0 lecture hours.,0.5,HISTORY
2867,ENTREPRENEURSHIP IN THE UNITED STATES AND CANADA SINCE 1800,HISTORY 2807F/G,[],[],[],[],[],[],[],[],"A lecture and seminar course examining theories of entrepreneurship and their historical relationship to such essential business activities as finance, marketing, manufacturing, transportation, labour relations, and mangement. The focus is on the careers and business innovations of leading American and Canadian entrepreneurs in the 19th and 20th centuries.",Western Main Campus,3.0 hours lecture and seminar.,0.5,HISTORY
2868,THE PHILOSOPHY OF HISTORY,HISTORY 2808F/G,[],"[{'text': 'HISTORY 3801E', 'isLink': True}, {'text': ""if taken at King's University College, 2009-12 inclusive."", 'isLink': False}]",[],[],[],['HISTORY 3801E'],[],[],"This introduction to historical thinking examines topics including the emergence of historical writing, the rise of ""scientific"" history, Marxist historiography, and the role of moral judgment in history. The course also considers critiques of the empiricist historical tradition mounted by postmodernist, feminist, post-colonial, and non-European scholars.",King's,1.0 lecture hour; 2.0 seminar hours.,0.5,HISTORY
2869,"GENDER AND MODERN EUROPE, 1789-1989",HISTORY 2810F/G,[],[],[],[],[],[],[],[],"Beginning with the French Revolution and ending with the Fall of the Berlin Wall, this course examines themes in gender and modern European history.",Huron,3 hours.,0.5,HISTORY
2870,"COMMUNITIES, GOVERNMENTS, BUSINESSES: THE USES OF HISTORY",HISTORY 2811F/G,[],[],[],[],[],[],[],[],"Students in this course will collaborate with local museums on class projects, exploring the context in which Canadians engage with the past, and the ethical obligations required of historians. The course develops the resources and skills that will need to work with local community partners and agencies on historical topics.",Huron,3 hours.,0.5,HISTORY
2871,"PLAGUE, POX AND FLU: DISEASE IN GLOBAL HISTORY",HISTORY 2812E,[],"[{'text': 'HISTORY 2818F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 2819F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['HISTORY 2819F/G', 'HISTORY 2818F/G']",[],[],"This course examines the role of disease in history, exploring how disease swept through cities, devastated populations, and transformed politics, public health and economies. Spanning from antiquity to present day, this global survey investigates society's experience with, and response to, such diseases as the plague, leprosy, smallpox, and AIDS/HIV.",Western Main Campus,2 lecture hours.,1.0,HISTORY
2872,MAKING WAVES: WOMEN'S ACTIVISM IN THE ATLANTIC WORLD,HISTORY 2813F/G,[],[],[],[],[],[],[],[],"This course examines selected themes in the history of women¿s social and political movements in the Atlantic world, 1750-present.  Topics include: women and revolution; abolition, temperance and women's rights; suffrage/anti-suffrage movements, and the rise and intersection of modern feminisms.",Huron,3 hours.,0.5,HISTORY
2873,THE HISTORY OF AVIATION,HISTORY 2814F/G,[],"[{'text': 'The former History 2215F/G.', 'isLink': False}]",[],[],[],[],[],[],This course explores the history of aviation from the mid-nineteenth century to the present day. It focuses on the key events and personalities associated with the history of aviation from the romantic era of flight to the development of the modern aviation industry.,Western Main Campus,Two hours per week.,0.5,HISTORY
2874,QUEER NORTH AMERICAN HISTORIES,HISTORY 2817F/G,[],"[{'text': 'GSWS 2817F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['GSWS 2817F/G'],[],[],"Studies the history of North Americans who claim identities, create social worlds, and build movements based on the fact that they desire members of the same sex, or challenge gender boundaries of male/female. Students will learn when, why, and how sexuality became a mode of human social and political identity.",Western Main Campus,3 hours.,0.5,HISTORY
2875,PLAGUE AND DEATH FROM ANTIQUITY TO THE 18TH CENTURY,HISTORY 2818F/G,"[{'text': 'Registration in any program above first year.', 'isLink': False}]","[{'text': 'The former', 'isLink': False}, {'text': 'HISTORY 2812E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2812E'],[],[],"From ancient 'plague' pestilences to the Black Death to outbreaks in London and Marseille, this course examines the disruption and uncertainty that characterized these disease episodes. How society and medicine understood disease causation, treatment options, and regulation will be examined through the lens of power, class, race, and gender.",Western Main Campus,Two hours per week; lecture; no tutorials.,0.5,HISTORY
2876,HOW EPIDEMICS CHANGE THE WAY WE LIVE,HISTORY 2819F/G,[],"[{'text': 'The former', 'isLink': False}, {'text': 'HISTORY 2812E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 2812E'],[],[],"Focusing on the 19th and 20th centuries, this course investigates the disruption and changes arising from disease outbreaks. Disease can permanently alter society, with lives lost, community practices modified, and individual habits scrutinized. The role of government, society’s expectations, science and medicine, power, class, race, and gender will be explored.",Western Main Campus,Two lecture hours per week.,0.5,HISTORY
2877,JEWISH HISTORY FROM THE ORIGINS OF THE ISRAELITES TO 1492 CE,HISTORY 2821F/G,[],"[{'text': 'JEWISH 2821F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['JEWISH 2821F/G'],[],[],"This course examines the history of Jews and Judaism as a history of cultural development, change, and negotiation. How have Jews interacted with other cultures? How has the nature of Jewish identity, culture, and religion varied and shifted over time? The class will focus on major events, issues, and developments.",Huron,2.0 hours. Cross-listed with Jewish Studies 2821F/G.,0.5,HISTORY
2878,JEWISH HISTORY FROM THE SPANISH EXPULSION TO THE MODERN ERA,HISTORY 2822F/G,[],[],[],[],[],[],[],[],"This course introduces students to the major events, figures, and themes of Jewish history from the Spanish Expulsion to the post-WWII era, including the Enlightenment and Emancipation, Zionism, the Holocaust, and the foundation of Israel.Antirequisite: Jewish Studies 2822F/G.",Huron,2.0 hours. Cross-listed with Jewish Studies 2822F/G.,0.5,HISTORY
2879,NATURE AND CULTURE IN NORTH AMERICAN LITERATURE,HISTORY 2830F/G,[],"[{'text': 'ENGLISH 2830F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 2890F/G', 'isLink': True}, {'text': ',', 'isLink': False}, {'text': 'HISTORY 3830F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],"['ENGLISH 2830F/G', 'HISTORY 2890F/G', 'HISTORY 3830F/G']",[],[],"This course examines writing about nature in English by various authors in Canada and the United States from the colonial period to the present. Course material will emphasize historical context, multiple perspectives, and changing attitudes to nature. Sources will include Indigenous and non-Indigenous writers.",Brescia,2 hours.  Cross-listed with English 2830F/G.,0.5,HISTORY
2880,"FAKES, FRAUDS AND FAIRS: THE HISTORY OF MUSEUMS",HISTORY 2886F/G,[],"[{'text': 'MCS 2610F/G', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['MCS 2610F/G'],[],[],This course examines the history of museums and exhibitions and their changing role in society across the globe from the ancient world to the 21st century. Themes include the rise of anthropology and natural sciences; looting; professionalization; colonialism; representation of the ‘other’; museums as political and cultural tools; and repatriation.,Western Main Campus,two lecture hours weekly.,0.5,HISTORY
2881,A HISTORY OF ANIMALS,HISTORY 2888F/G,"[{'text': 'Registration in any program at the second year or above.', 'isLink': False}]",[],[],[],[],[],[],[],"This course examines the animal/human relationship through history, including animals as resource and entertainment, ethical frameworks concerning animal treatment, animals in culture, and the rise of pets. Our relationship with animals is complex – sometimes symbiotic, often exploitative – and history helps us to understand why we treat animals aswe do.",Western Main Campus,"2 lecture hours, 1 tutorial hour.",0.5,HISTORY
2882,BIOGRAPHY,HISTORY 2890F/G,[],[],[],[],[],[],[],[],"This course introduces students to the biographical method, including consideration of its value and limitations. Students will develop skills in researching, understanding, and interpreting the lives of individuals within a particular historical context.",Brescia,2 hours.,0.5,HISTORY
2883,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2891E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,1.0,HISTORY
2884,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2892E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2885,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2893E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,1.0,HISTORY
2886,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2894E,[],[],[],[],[],[],[],[],See History Department for current offerings.,Huron,3 hours.,1.0,HISTORY
2887,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2895E,[],[],[],[],[],[],[],[],See History Department for current offerings,Huron,3 hours.,1.0,HISTORY
2888,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2896F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours,0.5,HISTORY
2889,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2897F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Western Main Campus,3 hours.,0.5,HISTORY
2890,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2898F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
2891,SELECTED TOPICS IN HISTORIOGRAPHY OR THEMATIC OR METHODOLOGICAL HISTORY,HISTORY 2899F/G,[],[],[],[],[],[],[],[],See History Department for current offerings.,Brescia,3 hours.,0.5,HISTORY
2892,FIRST PEOPLES AND COLONIALISM IN CANADA,HISTORY 3201E,"[{'text': '1.0 History course at the 2200-level or above.', 'isLink': False}]","[{'text': 'HISTORY 3219E', 'isLink': True}, {'text': '.', 'isLink': False}]",[],[],[],['HISTORY 3219E'],[],[],"A survey of the interaction between North American First peoples and expanding European communities from the sixteenth century to the present. Particular attention will be paid to the effects of European colonialism on Indigenous peoples as well as to First Nations' responses, including resistance, survivance and accommodation.",Huron,2 seminar hours.,1.0,HISTORY
2893,FRENCH CANADA,HISTORY 3204F/G,"[{'text': '1.0 History course at the 2200-level or above.', 'isLink': False}]",[],[],[],[],[],[],[],"An overview of the cultural, political, and economic history of French Canada since the Conquest of 1759. Particular attention will be paid to the growth of nationalism, the formation of identity, as well as the development of cultural, religious, and political institutions.",Western Main Campus,2 hours.,0.5,HISTORY
2894,IDENTITIES IN CONFLICT: CANADIAN SOCIAL HISTORY SINCE 1800,HISTORY 3205E,"[{'text': '1.0 History course at the 2200-level or above.', 'isLink': False}]",[],[],[],[],[],[],[],"This course examines the social history of Canada since 1800, including such topics as industrialization, urbanization, class struggle, labour strife, rural depopulation, immigration and migration, ethnic tension, racism, gender struggle, sexuality, social reform, religion, culture, and regionalism. Considerable attention will be paid to the historiography and/or methodologies of the field.",Brescia,2 seminar hours. Restricted to Honours Students.,1.0,HISTORY
